@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0400269,AC,2001019,USD,33657,2000966,20260412,NOËL PETIT DE LA RAYMOND
FT0400270,AC,2002304,XAF,4927753,2002667,20260412,STÉPHANE ALLARD-DUBOIS
FT0400271,AC,2003095,USD,785522,2000357,20260412,STÉPHANIE-CLAUDE COULON
FT0400272,AC,2001188,XAF,3752412,2002243,20260412,MARCELLE MASSON
FT0400273,AC,2002658,USD,834958,2002604,20260412,ADRIENNE COUSIN
FT0400274,AC,2002970,EUR,985412,2000470,20260412,CHRISTINE HERNANDEZ
FT0400275,AC,2001589,XAF,2524565,2001552,20260412,JOSEPH BAUDRY
FT0400276,AC,2000333,USD,2594789,2002235,20260412,GABRIEL POULAIN
FT0400277,AC,2000416,EUR,3224247,2000179,20260412,ZOÉ PELTIER
FT0400278,AC,2002400,XAF,2053788,2000538,20260412,GABRIELLE BRUNET
FT0400279,AC,2000984,USD,4610840,2002488,20260412,SÉBASTIEN DE LA COURTOIS
FT0400280,AC,2000219,USD,2856099,2000436,20260412,MAURICE DE SOUSA
FT0400281,AC,2000225,EUR,1270332,2001709,20260412,SUSAN CARON
FT0400282,AC,2002193,USD,1813837,2001217,20260412,JEANNINE PASCAL
FT0400283,AC,2002817,XAF,366518,2001450,20260412,RÉMY DU LOPEZ
FT0400284,AC,2002216,XAF,4558379,2001055,20260412,GRÉGOIRE MUNOZ
FT0400285,AC,2001590,XAF,3566179,2001069,20260412,ROBERT DE DELAHAYE
FT0400286,AC,2001901,USD,4686972,2000240,20260412,FRANÇOIS GUICHARD
FT0400287,AC,2001056,XAF,1851001,2000065,20260412,THOMAS LEMONNIER
FT0400288,AC,2001881,XAF,3246364,2000915,20260412,LUCY DIAS
FT0400289,AC,2001365,XAF,1699159,2002043,20260412,FRANÇOIS GUICHARD
FT0400290,AC,2001757,USD,4219125,2001937,20260412,AIMÉ DE GRONDIN
FT0400291,AC,2001805,XAF,495935,2003145,20260412,ODETTE CARLIER
FT0400292,AC,2001152,EUR,2452102,2000786,20260412,LUCAS CARLIER
FT0400293,AC,2000467,XAF,2535506,2002965,20260412,LUCIE PHILIPPE DE LA NOËL
FT0400294,AC,2000516,USD,605575,2000294,20260412,ARTHUR DU REY
FT0400295,AC,2001203,EUR,3589806,2002581,20260412,LUC DE LA GRENIER
FT0400296,AC,2000890,XAF,1038927,2001733,20260412,MICHEL BRUNEL
FT0400297,AC,2002895,EUR,4165790,2000904,20260412,HENRIETTE COULON
FT0400298,AC,2000011,USD,1820873,2002075,20260412,NICOLE RAYNAUD
FT0400299,AC,2001522,EUR,2174886,2000854,20260412,AMÉLIE GUILLOU
FT0400300,AC,2003007,USD,3060627,2002571,20260412,LOUISE BLONDEL
FT0400301,AC,2002089,USD,705934,2002849,20260412,BERNARD NEVEU
FT0400302,AC,2002407,USD,786074,2002064,20260412,DANIELLE HENRY DE LA LEDOUX
FT0400303,AC,2000233,EUR,2022624,2002872,20260412,MATHILDE VIDAL
FT0400304,AC,2001960,USD,3538587,2000765,20260412,NICOLAS LESAGE
FT0400305,AC,2001908,USD,2453972,2001428,20260412,ADRIENNE GUÉRIN
FT0400306,AC,2002225,XAF,3720326,2000792,20260412,LAURENT GAILLARD
FT0400307,AC,2000105,XAF,4197981,2000221,20260412,GILLES POULAIN-RENARD
FT0400308,AC,2000484,XAF,556123,2000284,20260412,DOMINIQUE BENOIT
FT0400309,AC,2002655,XAF,612874,2002408,20260412,TIMOTHÉE DU BOULAY
FT0400310,AC,2000239,USD,3011486,2001054,20260412,FRANÇOIS GONZALEZ
FT0400311,AC,2001728,XAF,1597832,2001675,20260412,GÉRARD SAUVAGE
FT0400312,AC,2000709,XAF,3413531,2000621,20260412,LAURENCE MASSON
FT0400313,AC,2002730,USD,86301,2003060,20260412,MADELEINE ROY
FT0400314,AC,2003072,XAF,2632787,2000500,20260412,RÉMY DU LOPEZ
FT0400315,AC,2001486,USD,3640304,2000305,20260412,GUY GROS
FT0400316,AC,2001745,USD,2579641,2003099,20260412,MICHELLE LÉGER
FT0400317,AC,2002308,USD,3911610,2000011,20260412,SUSAN DEVAUX
FT0400318,AC,2000841,XAF,2554502,2000710,20260412,CÉCILE GÉRARD DE RAYMOND
FT0400319,AC,2002195,EUR,612946,2003130,20260412,NATHALIE MORENO-LEMAÎTRE
FT0400320,AC,2001422,XAF,2370216,2001250,20260412,CÉLINE COHEN-TORRES
FT0400321,AC,2003050,EUR,2681749,2001926,20260412,BERNARD FISCHER
FT0400322,AC,2000749,USD,2508496,2000902,20260412,JÉRÔME-AIMÉ SEGUIN
