@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0200222,AC,2001283,EUR,2001428,2001691,20260329,CÉCILE-HORTENSE FERNANDES
FT0200223,AC,2002486,EUR,4015366,2002234,20260329,GABRIELLE BRUNET
FT0200224,AC,2000102,EUR,2355133,2000842,20260329,THIERRY-ÉTIENNE BENARD
FT0200225,AC,2002020,USD,3219063,2002640,20260329,DAVID ADAM
FT0200226,AC,2002447,USD,820335,2000305,20260329,VINCENT PASCAL
FT0200227,AC,2000266,XAF,3106264,2001213,20260329,SÉBASTIEN OLLIVIER-HAMEL
FT0200228,AC,2002234,EUR,895608,2000207,20260329,ALIX DE LA VERDIER
FT0200229,AC,2001356,EUR,212029,2001993,20260329,PÉNÉLOPE DU REGNIER
FT0200230,AC,2002579,EUR,4055934,2000192,20260329,TIMOTHÉE DU BOULAY
FT0200231,AC,2002308,USD,2898144,2000419,20260329,SUSAN DEVAUX
FT0200232,AC,2002665,USD,1306441,2000561,20260329,BENJAMIN TECHER-FOURNIER
FT0200233,AC,2002644,EUR,2933238,2002414,20260329,ANTOINE LEGRAND
FT0200234,AC,2001021,EUR,2366691,2001084,20260329,VICTOR GUILLOT
FT0200235,AC,2000239,USD,3530170,2000051,20260329,FRANÇOIS GONZALEZ
FT0200236,AC,2000484,XAF,2919030,2002130,20260329,DOMINIQUE BENOIT
FT0200237,AC,2002212,XAF,1017123,2001233,20260329,YVES PETITJEAN
FT0200238,AC,2002447,USD,3933481,2001688,20260329,VINCENT PASCAL
FT0200239,AC,2000861,XAF,1425299,2001954,20260329,ADRIEN LACROIX
FT0200240,AC,2001937,USD,2419745,2002117,20260329,MICHELLE DIJOUX DU COUSIN
FT0200241,AC,2001225,USD,2276519,2000866,20260329,JULIEN JOLY
FT0200242,AC,2000469,EUR,3881977,2000142,20260329,WILLIAM DEVAUX
FT0200243,AC,2002804,XAF,566251,2002788,20260329,CHRISTELLE CHAUVEAU
FT0200244,AC,2001312,EUR,694710,2002933,20260329,BRIGITTE DE LA COLLET
FT0200245,AC,2002085,EUR,4750707,2002949,20260329,MADELEINE ROY
FT0200246,AC,2003027,USD,2056767,2002430,20260329,ÉLÉONORE PAYET-GILLES
FT0200247,AC,2002107,USD,3576285,2000051,20260329,ALFRED BAZIN
FT0200248,AC,2001573,XAF,3101450,2001042,20260329,PAUL MOREL
FT0200249,AC,2001745,USD,3183670,2001015,20260329,MICHELLE LÉGER
FT0200250,AC,2002457,EUR,1509770,2001773,20260329,FRÉDÉRIQUE FAURE
FT0200251,AC,2000689,EUR,4573632,2002276,20260329,DANIELLE HENRY DE LA LEDOUX
FT0200252,AC,2002823,USD,3203005,2000419,20260329,GUY-XAVIER RICHARD
FT0200253,AC,2000179,EUR,1019887,2001522,20260329,JULIE BÈGUE DE LA PRÉVOST
FT0200254,AC,2002719,USD,3334573,2000866,20260329,BENJAMIN-SÉBASTIEN SAMSON
FT0200255,AC,2000022,EUR,133031,2002333,20260329,ALEXANDRIE-ALIX RODRIGUEZ
FT0200256,AC,2002802,EUR,2411120,2000247,20260329,MARTIN PEREIRA
FT0200257,AC,2002147,XAF,1995487,2002474,20260329,BRIGITTE MARIE DE LA PARIS
FT0200258,AC,2000784,XAF,4791582,2001128,20260329,PHILIPPINE ROLLAND
FT0200259,AC,2003017,XAF,1117303,2000733,20260329,ISAAC LECOMTE
FT0200260,AC,2001288,USD,2493654,2000071,20260329,LUC BAILLY
FT0200261,AC,2002529,EUR,1683117,2000470,20260329,AUDREY LAINE-PIERRE
FT0200262,AC,2002148,USD,3874950,2001415,20260329,PHILIPPINE BOUTIN
FT0200263,AC,2000478,USD,4337863,2001509,20260329,ALICE MARTINEZ
FT0200264,AC,2000390,EUR,3364230,2000404,20260329,DANIEL GILLET
FT0200265,AC,2001180,EUR,4516786,2000404,20260329,ALPHONSE GUILLOU
FT0200266,AC,2001307,USD,899251,2001662,20260329,ÉTIENNE BOULAY
FT0200267,AC,2000929,USD,1595884,2001415,20260329,LUC FERRAND
FT0200268,AC,2002472,USD,3500751,2001960,20260329,VALENTINE ALLAIN
FT0200269,AC,2000857,XAF,909590,2000759,20260329,ÉMILE DIALLO
FT0200270,AC,2002407,USD,605319,2002308,20260329,DANIELLE HENRY DE LA LEDOUX
FT0200271,AC,2002115,EUR,3947097,2000382,20260329,AUGUSTIN DIJOUX-CHAUVEAU
FT0200272,AC,2001697,USD,2610511,2002472,20260329,JÉRÔME DUFOUR
FT0200273,AC,2002718,XAF,1025059,2002325,20260329,YVES RODRIGUES
FT0200274,AC,2000149,EUR,1384949,2002483,20260329,PATRICK MEYER
FT0200275,AC,2001691,EUR,4273456,2001445,20260329,SUZANNE BOYER
FT0200276,AC,2000301,EUR,4292462,2002192,20260329,GEORGES FLEURY
FT0200277,AC,2002217,USD,915896,2002591,20260329,THOMAS DUVAL DU HENRY
FT0200278,AC,2000854,EUR,639513,2002547,20260329,CONSTANCE LECOMTE
FT0200279,AC,2002727,XAF,3997264,2000948,20260329,HUGUES MARTEL
FT0200280,AC,2002287,XAF,2843421,2001097,20260329,GILBERT-CHARLES OLIVIER
FT0200281,AC,2002153,XAF,4837748,2003025,20260329,JULIEN BLANC-HUBERT
FT0200282,AC,2002425,XAF,4255858,2002194,20260329,MAURICE GRÉGOIRE
FT0200283,AC,2002664,XAF,2602067,2002770,20260329,MARGARET DE LOMBARD
FT0200284,AC,2000319,EUR,1606597,2001210,20260329,ZACHARIE BAUDRY
FT0200285,AC,2002078,XAF,462003,2001313,20260329,THIERRY-ÉTIENNE BENARD
FT0200286,AC,2002020,USD,557795,2001461,20260329,DAVID ADAM
FT0200287,AC,2001320,XAF,2820983,2000792,20260329,INÈS VALENTIN
FT0200288,AC,2000085,EUR,683406,2002526,20260329,ÉDOUARD DU VASSEUR
FT0200289,AC,2000689,EUR,1161115,2001763,20260329,DANIELLE HENRY DE LA LEDOUX
FT0200290,AC,2002663,EUR,3400895,2002969,20260329,SUSAN CARON
FT0200291,AC,2000378,XAF,1679118,2002951,20260329,VINCENT DE POTIER
FT0200292,AC,2000832,XAF,720892,2002635,20260329,BRIGITTE HAMON
FT0200293,AC,2000681,XAF,4283698,2001211,20260329,HENRI BOUVIER
FT0200294,AC,2002196,XAF,751764,2000693,20260329,AURÉLIE-NATHALIE GILLET
FT0200295,AC,2002263,USD,4667943,2000163,20260329,LUCAS NGUYEN
FT0200296,AC,2001057,EUR,4747383,2000469,20260329,BENJAMIN-SÉBASTIEN SAMSON
FT0200297,AC,2001139,XAF,2133431,2002123,20260329,CHARLOTTE RENARD
FT0200298,AC,2001934,USD,391278,2001216,20260329,JACQUES TANGUY
FT0200299,AC,2002603,USD,4954619,2001458,20260329,JACQUES GUIBERT
FT0200300,AC,2002683,EUR,3160902,2001236,20260329,VINCENT BRUN
FT0200301,AC,2000666,XAF,3271510,2000664,20260329,ZACHARIE LEMAÎTRE
FT0200302,AC,2001152,EUR,445623,2001165,20260329,LUCAS CARLIER
FT0200303,AC,2001370,USD,4054315,2000765,20260329,ROBERT LE POULAIN
FT0200304,AC,2000903,EUR,904701,2001796,20260329,ADÉLAÏDE DUPUIS-DURAND
FT0200305,AC,2000945,XAF,4834194,2001109,20260329,AIMÉ BLANCHARD LE PAGES
FT0200306,AC,2002878,USD,3217323,2001975,20260329,FRANÇOIS GUICHARD
FT0200307,AC,2002149,XAF,1526722,2002864,20260329,GABRIELLE-ZOÉ DIJOUX
FT0200308,AC,2001929,EUR,2393013,2000375,20260329,TRISTAN LEBON LE VIDAL
FT0200309,AC,2000770,EUR,1531861,2001854,20260329,DENIS MARIN-RAMOS
FT0200310,AC,2001016,USD,177996,2000240,20260329,HÉLÈNE HENRY
FT0200311,AC,2001893,USD,1817103,2001346,20260329,GABRIELLE-SUSANNE BOUSQUET
FT0200312,AC,2001662,USD,472782,2001288,20260329,BERTRAND HUET
FT0200313,AC,2001387,XAF,4597302,2000901,20260329,MARC BIGOT
FT0200314,AC,2000087,USD,682360,2002867,20260329,TIMOTHÉE LANGLOIS
FT0200315,AC,2001975,USD,399244,2000964,20260329,NICOLE RAYNAUD
FT0200316,AC,2000984,USD,3090527,2002148,20260329,SÉBASTIEN DE LA COURTOIS
FT0200317,AC,2002340,EUR,4474507,2001535,20260329,ALFRED DE LA MARCHAND
FT0200318,AC,2000398,XAF,4250893,2001243,20260329,CÉLINE COHEN-TORRES
FT0200319,AC,2000088,EUR,4792799,2000390,20260329,ALFRED-ALEXANDRE PONS
