@ID,ACCOUNT.NUMBER,BOOKING.DATE,VALUE.DATE,AMOUNT,TRANSACTION.CODE,TRANS.REFERENCE
SFT010002401,2002759,20260322,20260322,-4182848,2,FT0100024
SFT010002402,2001678,20260322,20260322,4182848,1,FT0100024
SFT010002501,2002034,20260322,20260322,-4132475,2,FT0100025
SFT010002502,2000266,20260322,20260322,4132475,1,FT0100025
SFT010002601,2002337,20260322,20260322,-745480,2,FT0100026
SFT010002602,2000900,20260322,20260322,745480,1,FT0100026
SFT010002701,2000769,20260322,20260322,-2644746,2,FT0100027
SFT010002702,2002895,20260322,20260322,2644746,1,FT0100027
SFT010002801,2001009,20260322,20260322,-4527024,2,FT0100028
SFT010002802,2001814,20260322,20260322,4527024,1,FT0100028
SFT010002901,2002015,20260322,20260322,-1238778,2,FT0100029
SFT010002902,2001543,20260322,20260322,1238778,1,FT0100029
SFT010003001,2002581,20260322,20260322,-528409,2,FT0100030
SFT010003002,2002989,20260322,20260322,528409,1,FT0100030
SFT010003101,2000524,20260322,20260322,-2757828,2,FT0100031
SFT010003102,2002101,20260322,20260322,2757828,1,FT0100031
SFT010003201,2002041,20260322,20260322,-612936,2,FT0100032
SFT010003202,2000265,20260322,20260322,612936,1,FT0100032
SFT010003301,2000995,20260322,20260322,-2338189,2,FT0100033
SFT010003302,2002850,20260322,20260322,2338189,1,FT0100033
SFT010003401,2002679,20260322,20260322,-3801744,2,FT0100034
SFT010003402,2002674,20260322,20260322,3801744,1,FT0100034
SFT010003501,2001131,20260322,20260322,-492172,2,FT0100035
SFT010003502,2001154,20260322,20260322,492172,1,FT0100035
SFT010003601,2002810,20260322,20260322,-1825783,2,FT0100036
SFT010003602,2000890,20260322,20260322,1825783,1,FT0100036
SFT010003701,2002568,20260322,20260322,-2746694,2,FT0100037
SFT010003702,2000398,20260322,20260322,2746694,1,FT0100037
SFT010003801,2001268,20260322,20260322,-1099087,2,FT0100038
SFT010003802,2001339,20260322,20260322,1099087,1,FT0100038
SFT010003901,2002013,20260322,20260322,-4839697,2,FT0100039
SFT010003902,2001551,20260322,20260322,4839697,1,FT0100039
SFT010004001,2000419,20260322,20260322,-1423921,2,FT0100040
SFT010004002,2002091,20260322,20260322,1423921,1,FT0100040
SFT010004101,2000918,20260322,20260322,-2071826,2,FT0100041
SFT010004102,2002663,20260322,20260322,2071826,1,FT0100041
SFT010004201,2002785,20260322,20260322,-3071003,2,FT0100042
SFT010004202,2001517,20260322,20260322,3071003,1,FT0100042
SFT010004301,2002627,20260322,20260322,-2226262,2,FT0100043
SFT010004302,2000764,20260322,20260322,2226262,1,FT0100043
SFT010004401,2002338,20260322,20260322,-722609,2,FT0100044
SFT010004402,2001143,20260322,20260322,722609,1,FT0100044
SFT010004501,2002339,20260322,20260322,-1789194,2,FT0100045
SFT010004502,2000722,20260322,20260322,1789194,1,FT0100045
SFT010004601,2002526,20260322,20260322,-1160985,2,FT0100046
SFT010004602,2002663,20260322,20260322,1160985,1,FT0100046
SFT010004701,2000440,20260322,20260322,-33957,2,FT0100047
SFT010004702,2002174,20260322,20260322,33957,1,FT0100047
SFT010004801,2001396,20260322,20260322,-4004015,2,FT0100048
SFT010004802,2002900,20260322,20260322,4004015,1,FT0100048
SFT010004901,2001447,20260322,20260322,-17799,2,FT0100049
SFT010004902,2001854,20260322,20260322,17799,1,FT0100049
SFT010005001,2000010,20260322,20260322,-697464,2,FT0100050
SFT010005002,2001416,20260322,20260322,697464,1,FT0100050
SFT010005101,2000478,20260322,20260322,-2007536,2,FT0100051
SFT010005102,2001879,20260322,20260322,2007536,1,FT0100051
SFT010005201,2002701,20260322,20260322,-1937271,2,FT0100052
SFT010005202,2001481,20260322,20260322,1937271,1,FT0100052
SFT010005301,2001625,20260322,20260322,-4091212,2,FT0100053
SFT010005302,2000283,20260322,20260322,4091212,1,FT0100053
SFT010005401,2001035,20260322,20260322,-186924,2,FT0100054
SFT010005402,2000068,20260322,20260322,186924,1,FT0100054
SFT010005501,2002217,20260322,20260322,-2662678,2,FT0100055
SFT010005502,2001460,20260322,20260322,2662678,1,FT0100055
SFT010005601,2001755,20260322,20260322,-3893733,2,FT0100056
SFT010005602,2002929,20260322,20260322,3893733,1,FT0100056
SFT010005701,2001210,20260322,20260322,-502249,2,FT0100057
SFT010005702,2001720,20260322,20260322,502249,1,FT0100057
SFT010005801,2002527,20260322,20260322,-896006,2,FT0100058
SFT010005802,2000260,20260322,20260322,896006,1,FT0100058
SFT010005901,2001486,20260322,20260322,-4703585,2,FT0100059
SFT010005902,2000573,20260322,20260322,4703585,1,FT0100059
SFT010006001,2002529,20260322,20260322,-3082205,2,FT0100060
SFT010006002,2001694,20260322,20260322,3082205,1,FT0100060
SFT010006101,2001742,20260322,20260322,-198780,2,FT0100061
SFT010006102,2001794,20260322,20260322,198780,1,FT0100061
SFT010006201,2000145,20260322,20260322,-2640844,2,FT0100062
SFT010006202,2000158,20260322,20260322,2640844,1,FT0100062
SFT010006301,2000749,20260322,20260322,-278177,2,FT0100063
SFT010006302,2001426,20260322,20260322,278177,1,FT0100063
SFT010006401,2001131,20260322,20260322,-4327731,2,FT0100064
SFT010006402,2002757,20260322,20260322,4327731,1,FT0100064
SFT010006501,2001764,20260322,20260322,-1500911,2,FT0100065
SFT010006502,2002374,20260322,20260322,1500911,1,FT0100065
SFT010006601,2000240,20260322,20260322,-332486,2,FT0100066
SFT010006602,2001896,20260322,20260322,332486,1,FT0100066
SFT010006701,2000149,20260322,20260322,-1492393,2,FT0100067
SFT010006702,2002434,20260322,20260322,1492393,1,FT0100067
SFT010006801,2001192,20260322,20260322,-99310,2,FT0100068
SFT010006802,2000338,20260322,20260322,99310,1,FT0100068
SFT010006901,2000727,20260322,20260322,-1884748,2,FT0100069
SFT010006902,2001701,20260322,20260322,1884748,1,FT0100069
SFT010007001,2000018,20260322,20260322,-4209193,2,FT0100070
SFT010007002,2000794,20260322,20260322,4209193,1,FT0100070
SFT010007101,2002274,20260322,20260322,-3780766,2,FT0100071
SFT010007102,2001110,20260322,20260322,3780766,1,FT0100071
SFT010007201,2001019,20260322,20260322,-3701540,2,FT0100072
SFT010007202,2002068,20260322,20260322,3701540,1,FT0100072
SFT010007301,2002827,20260322,20260322,-3087472,2,FT0100073
SFT010007302,2000350,20260322,20260322,3087472,1,FT0100073
SFT010007401,2002880,20260322,20260322,-1825848,2,FT0100074
SFT010007402,2002663,20260322,20260322,1825848,1,FT0100074
SFT010007501,2000678,20260322,20260322,-3501514,2,FT0100075
SFT010007502,2000132,20260322,20260322,3501514,1,FT0100075
SFT010007601,2002362,20260322,20260322,-437344,2,FT0100076
SFT010007602,2001235,20260322,20260322,437344,1,FT0100076
SFT010007701,2002712,20260322,20260322,-3828709,2,FT0100077
SFT010007702,2000809,20260322,20260322,3828709,1,FT0100077
SFT010007801,2001725,20260322,20260322,-281584,2,FT0100078
SFT010007802,2000578,20260322,20260322,281584,1,FT0100078
SFT010007901,2002627,20260322,20260322,-409957,2,FT0100079
SFT010007902,2002048,20260322,20260322,409957,1,FT0100079
SFT010008001,2002235,20260322,20260322,-1642310,2,FT0100080
SFT010008002,2001819,20260322,20260322,1642310,1,FT0100080
SFT010008101,2000622,20260322,20260322,-2371476,2,FT0100081
SFT010008102,2002377,20260322,20260322,2371476,1,FT0100081
SFT010008201,2000749,20260322,20260322,-162965,2,FT0100082
SFT010008202,2002743,20260322,20260322,162965,1,FT0100082
SFT010008301,2002486,20260322,20260322,-4015993,2,FT0100083
SFT010008302,2001135,20260322,20260322,4015993,1,FT0100083
SFT010008401,2000862,20260322,20260322,-1515415,2,FT0100084
SFT010008402,2001043,20260322,20260322,1515415,1,FT0100084
SFT010008501,2001853,20260322,20260322,-4916691,2,FT0100085
SFT010008502,2001287,20260322,20260322,4916691,1,FT0100085
SFT010008601,2001686,20260322,20260322,-3586965,2,FT0100086
SFT010008602,2002636,20260322,20260322,3586965,1,FT0100086
SFT010008701,2002138,20260322,20260322,-980601,2,FT0100087
SFT010008702,2000031,20260322,20260322,980601,1,FT0100087
SFT010008801,2000241,20260322,20260322,-4658985,2,FT0100088
SFT010008802,2002880,20260322,20260322,4658985,1,FT0100088
SFT010008901,2002136,20260322,20260322,-3193645,2,FT0100089
SFT010008902,2002443,20260322,20260322,3193645,1,FT0100089
SFT010009001,2001167,20260322,20260322,-2969198,2,FT0100090
SFT010009002,2002719,20260322,20260322,2969198,1,FT0100090
SFT010009101,2000037,20260322,20260322,-858495,2,FT0100091
SFT010009102,2002629,20260322,20260322,858495,1,FT0100091
SFT010009201,2001982,20260322,20260322,-2048121,2,FT0100092
SFT010009202,2000704,20260322,20260322,2048121,1,FT0100092
SFT010009301,2000247,20260322,20260322,-1088581,2,FT0100093
SFT010009302,2001210,20260322,20260322,1088581,1,FT0100093
SFT010009401,2000618,20260322,20260322,-4001854,2,FT0100094
SFT010009402,2000162,20260322,20260322,4001854,1,FT0100094
SFT010009501,2001043,20260322,20260322,-3532622,2,FT0100095
SFT010009502,2000756,20260322,20260322,3532622,1,FT0100095
SFT010009601,2001993,20260322,20260322,-1499226,2,FT0100096
SFT010009602,2002644,20260322,20260322,1499226,1,FT0100096
SFT010009701,2002568,20260322,20260322,-3366844,2,FT0100097
SFT010009702,2002938,20260322,20260322,3366844,1,FT0100097
SFT010009801,2000638,20260322,20260322,-651207,2,FT0100098
SFT010009802,2000024,20260322,20260322,651207,1,FT0100098
SFT010009901,2002624,20260322,20260322,-392521,2,FT0100099
SFT010009902,2002580,20260322,20260322,392521,1,FT0100099
SFT010010001,2001249,20260322,20260322,-2428891,2,FT0100100
SFT010010002,2002305,20260322,20260322,2428891,1,FT0100100
SFT010010101,2002180,20260322,20260322,-3964312,2,FT0100101
SFT010010102,2000303,20260322,20260322,3964312,1,FT0100101
SFT010010201,2000005,20260322,20260322,-514596,2,FT0100102
SFT010010202,2000596,20260322,20260322,514596,1,FT0100102
SFT010010301,2001043,20260322,20260322,-4697750,2,FT0100103
SFT010010302,2000160,20260322,20260322,4697750,1,FT0100103
SFT010010401,2000271,20260322,20260322,-2431755,2,FT0100104
SFT010010402,2002374,20260322,20260322,2431755,1,FT0100104
SFT010010501,2001845,20260322,20260322,-3643858,2,FT0100105
SFT010010502,2002099,20260322,20260322,3643858,1,FT0100105
SFT010010601,2002106,20260322,20260322,-573024,2,FT0100106
SFT010010602,2001396,20260322,20260322,573024,1,FT0100106
SFT010010701,2002020,20260322,20260322,-2982074,2,FT0100107
SFT010010702,2000828,20260322,20260322,2982074,1,FT0100107
SFT010010801,2002020,20260322,20260322,-487186,2,FT0100108
SFT010010802,2002571,20260322,20260322,487186,1,FT0100108
SFT010010901,2002175,20260322,20260322,-671134,2,FT0100109
SFT010010902,2001738,20260322,20260322,671134,1,FT0100109
SFT010011001,2001356,20260322,20260322,-4718570,2,FT0100110
SFT010011002,2002505,20260322,20260322,4718570,1,FT0100110
SFT010011101,2002895,20260322,20260322,-588035,2,FT0100111
SFT010011102,2001730,20260322,20260322,588035,1,FT0100111
SFT010011201,2000969,20260322,20260322,-4868557,2,FT0100112
SFT010011202,2001384,20260322,20260322,4868557,1,FT0100112
SFT010011301,2002623,20260322,20260322,-4206130,2,FT0100113
SFT010011302,2001173,20260322,20260322,4206130,1,FT0100113
SFT010011401,2001946,20260322,20260322,-786631,2,FT0100114
SFT010011402,2002796,20260322,20260322,786631,1,FT0100114
SFT010011501,2001855,20260322,20260322,-4776367,2,FT0100115
SFT010011502,2001447,20260322,20260322,4776367,1,FT0100115
SFT010011601,2000902,20260322,20260322,-1361971,2,FT0100116
SFT010011602,2002600,20260322,20260322,1361971,1,FT0100116
SFT010011701,2000837,20260322,20260322,-4319669,2,FT0100117
SFT010011702,2002814,20260322,20260322,4319669,1,FT0100117
SFT010011801,2000295,20260322,20260322,-4672398,2,FT0100118
SFT010011802,2002696,20260322,20260322,4672398,1,FT0100118
SFT010011901,2001896,20260322,20260322,-4244565,2,FT0100119
SFT010011902,2000930,20260322,20260322,4244565,1,FT0100119
SFT010012001,2002961,20260322,20260322,-2042220,2,FT0100120
SFT010012002,2001026,20260322,20260322,2042220,1,FT0100120
SFT010012101,2000764,20260322,20260322,-292690,2,FT0100121
SFT010012102,2001937,20260322,20260322,292690,1,FT0100121
SFT010012201,2000864,20260322,20260322,-4453401,2,FT0100122
SFT010012202,2002440,20260322,20260322,4453401,1,FT0100122
SFT010012301,2001855,20260322,20260322,-1161681,2,FT0100123
SFT010012302,2000259,20260322,20260322,1161681,1,FT0100123
SFT010012401,2002665,20260322,20260322,-347421,2,FT0100124
SFT010012402,2001908,20260322,20260322,347421,1,FT0100124
SFT010012501,2001985,20260322,20260322,-4774437,2,FT0100125
SFT010012502,2000168,20260322,20260322,4774437,1,FT0100125
SFT010012601,2000079,20260322,20260322,-1484823,2,FT0100126
SFT010012602,2000975,20260322,20260322,1484823,1,FT0100126
SFT010012701,2002356,20260322,20260322,-3413682,2,FT0100127
SFT010012702,2000964,20260322,20260322,3413682,1,FT0100127
SFT010012801,2001126,20260322,20260322,-35091,2,FT0100128
SFT010012802,2001958,20260322,20260322,35091,1,FT0100128
SFT010012901,2002868,20260322,20260322,-1054227,2,FT0100129
SFT010012902,2000784,20260322,20260322,1054227,1,FT0100129
SFT010013001,2002730,20260322,20260322,-3052785,2,FT0100130
SFT010013002,2002930,20260322,20260322,3052785,1,FT0100130
SFT010013101,2002970,20260322,20260322,-2695963,2,FT0100131
SFT010013102,2000049,20260322,20260322,2695963,1,FT0100131
SFT010013201,2000911,20260322,20260322,-829555,2,FT0100132
SFT010013202,2001002,20260322,20260322,829555,1,FT0100132
SFT010013301,2001371,20260322,20260322,-4310886,2,FT0100133
SFT010013302,2000296,20260322,20260322,4310886,1,FT0100133
SFT010013401,2001257,20260322,20260322,-1463297,2,FT0100134
SFT010013402,2002117,20260322,20260322,1463297,1,FT0100134
SFT010013501,2002871,20260322,20260322,-4665897,2,FT0100135
SFT010013502,2000095,20260322,20260322,4665897,1,FT0100135
SFT010013601,2002633,20260322,20260322,-480464,2,FT0100136
SFT010013602,2002752,20260322,20260322,480464,1,FT0100136
SFT010013701,2000417,20260322,20260322,-3292265,2,FT0100137
SFT010013702,2002759,20260322,20260322,3292265,1,FT0100137
SFT010013801,2002367,20260322,20260322,-3110558,2,FT0100138
SFT010013802,2000182,20260322,20260322,3110558,1,FT0100138
SFT010013901,2000585,20260322,20260322,-4744611,2,FT0100139
SFT010013902,2000290,20260322,20260322,4744611,1,FT0100139
SFT010014001,2000414,20260322,20260322,-1719951,2,FT0100140
SFT010014002,2002115,20260322,20260322,1719951,1,FT0100140
SFT010014101,2002276,20260322,20260322,-1067202,2,FT0100141
SFT010014102,2002623,20260322,20260322,1067202,1,FT0100141
SFT010014201,2001385,20260322,20260322,-346600,2,FT0100142
SFT010014202,2002544,20260322,20260322,346600,1,FT0100142
SFT010014301,2001091,20260322,20260322,-3107931,2,FT0100143
SFT010014302,2002119,20260322,20260322,3107931,1,FT0100143
SFT010014401,2002623,20260322,20260322,-1927070,2,FT0100144
SFT010014402,2001031,20260322,20260322,1927070,1,FT0100144
SFT010014501,2002486,20260322,20260322,-2714452,2,FT0100145
SFT010014502,2001794,20260322,20260322,2714452,1,FT0100145
SFT010014601,2000860,20260322,20260322,-459874,2,FT0100146
SFT010014602,2001447,20260322,20260322,459874,1,FT0100146
SFT010014701,2001785,20260322,20260322,-91817,2,FT0100147
SFT010014702,2000650,20260322,20260322,91817,1,FT0100147
SFT010014801,2001583,20260322,20260322,-735504,2,FT0100148
SFT010014802,2002486,20260322,20260322,735504,1,FT0100148
SFT010014901,2001840,20260322,20260322,-1977139,2,FT0100149
SFT010014902,2001707,20260322,20260322,1977139,1,FT0100149
SFT010015001,2000145,20260322,20260322,-4473378,2,FT0100150
SFT010015002,2001783,20260322,20260322,4473378,1,FT0100150
SFT010015101,2001642,20260322,20260322,-1202683,2,FT0100151
SFT010015102,2002328,20260322,20260322,1202683,1,FT0100151
SFT010015201,2002258,20260322,20260322,-2873495,2,FT0100152
SFT010015202,2002949,20260322,20260322,2873495,1,FT0100152
SFT010015301,2001873,20260322,20260322,-91228,2,FT0100153
SFT010015302,2001476,20260322,20260322,91228,1,FT0100153
SFT010015401,2000399,20260322,20260322,-1268367,2,FT0100154
SFT010015402,2002468,20260322,20260322,1268367,1,FT0100154
SFT010015501,2002121,20260322,20260322,-479937,2,FT0100155
SFT010015502,2000619,20260322,20260322,479937,1,FT0100155
SFT010015601,2001045,20260322,20260322,-2559763,2,FT0100156
SFT010015602,2002976,20260322,20260322,2559763,1,FT0100156
SFT010015701,2000026,20260322,20260322,-3842757,2,FT0100157
SFT010015702,2002293,20260322,20260322,3842757,1,FT0100157
SFT010015801,2001745,20260322,20260322,-2296169,2,FT0100158
SFT010015802,2002250,20260322,20260322,2296169,1,FT0100158
SFT010015901,2001697,20260322,20260322,-3059091,2,FT0100159
SFT010015902,2000282,20260322,20260322,3059091,1,FT0100159
SFT010016001,2001599,20260322,20260322,-3572592,2,FT0100160
SFT010016002,2001773,20260322,20260322,3572592,1,FT0100160
SFT010016101,2000401,20260322,20260322,-1006178,2,FT0100161
SFT010016102,2002955,20260322,20260322,1006178,1,FT0100161
SFT010016201,2000637,20260322,20260322,-3751160,2,FT0100162
SFT010016202,2002276,20260322,20260322,3751160,1,FT0100162
SFT010016301,2000390,20260322,20260322,-768364,2,FT0100163
SFT010016302,2002618,20260322,20260322,768364,1,FT0100163
SFT010016401,2002482,20260322,20260322,-1558227,2,FT0100164
SFT010016402,2002862,20260322,20260322,1558227,1,FT0100164
SFT010016501,2000876,20260322,20260322,-3816212,2,FT0100165
SFT010016502,2002227,20260322,20260322,3816212,1,FT0100165
SFT010016601,2001234,20260322,20260322,-3354066,2,FT0100166
SFT010016602,2000706,20260322,20260322,3354066,1,FT0100166
SFT010016701,2002529,20260322,20260322,-190872,2,FT0100167
SFT010016702,2002414,20260322,20260322,190872,1,FT0100167
SFT010016801,2000680,20260322,20260322,-1458689,2,FT0100168
SFT010016802,2001212,20260322,20260322,1458689,1,FT0100168
SFT010016901,2000560,20260322,20260322,-1204630,2,FT0100169
SFT010016902,2000338,20260322,20260322,1204630,1,FT0100169
SFT010017001,2002489,20260322,20260322,-1704544,2,FT0100170
SFT010017002,2000779,20260322,20260322,1704544,1,FT0100170
SFT010017101,2002011,20260322,20260322,-1856178,2,FT0100171
SFT010017102,2002745,20260322,20260322,1856178,1,FT0100171
SFT010017201,2002269,20260322,20260322,-1541257,2,FT0100172
SFT010017202,2000478,20260322,20260322,1541257,1,FT0100172
SFT010017301,2001160,20260322,20260322,-4878256,2,FT0100173
SFT010017302,2000457,20260322,20260322,4878256,1,FT0100173
SFT010017401,2000726,20260322,20260322,-52087,2,FT0100174
SFT010017402,2002561,20260322,20260322,52087,1,FT0100174
SFT010017501,2001709,20260322,20260322,-1630096,2,FT0100175
SFT010017502,2002827,20260322,20260322,1630096,1,FT0100175
SFT010017601,2001723,20260322,20260322,-2442417,2,FT0100176
SFT010017602,2000375,20260322,20260322,2442417,1,FT0100176
SFT010017701,2000048,20260322,20260322,-231621,2,FT0100177
SFT010017702,2001260,20260322,20260322,231621,1,FT0100177
SFT010017801,2002697,20260322,20260322,-652162,2,FT0100178
SFT010017802,2001135,20260322,20260322,652162,1,FT0100178
SFT010017901,2001787,20260322,20260322,-2843492,2,FT0100179
SFT010017902,2000455,20260322,20260322,2843492,1,FT0100179
SFT010018001,2002386,20260322,20260322,-4357734,2,FT0100180
SFT010018002,2001312,20260322,20260322,4357734,1,FT0100180
SFT010018101,2000775,20260322,20260322,-1463941,2,FT0100181
SFT010018102,2001975,20260322,20260322,1463941,1,FT0100181
SFT010018201,2000560,20260322,20260322,-3918497,2,FT0100182
SFT010018202,2002295,20260322,20260322,3918497,1,FT0100182
SFT010018301,2000742,20260322,20260322,-4401394,2,FT0100183
SFT010018302,2001697,20260322,20260322,4401394,1,FT0100183
SFT010018401,2002934,20260322,20260322,-2402147,2,FT0100184
SFT010018402,2002407,20260322,20260322,2402147,1,FT0100184
SFT010018501,2000584,20260322,20260322,-21859,2,FT0100185
SFT010018502,2001800,20260322,20260322,21859,1,FT0100185
SFT010018601,2000247,20260322,20260322,-3535642,2,FT0100186
SFT010018602,2001203,20260322,20260322,3535642,1,FT0100186
SFT010018701,2001392,20260322,20260322,-338479,2,FT0100187
SFT010018702,2000418,20260322,20260322,338479,1,FT0100187
SFT010018801,2000230,20260322,20260322,-4487171,2,FT0100188
SFT010018802,2000904,20260322,20260322,4487171,1,FT0100188
SFT010018901,2002616,20260322,20260322,-215773,2,FT0100189
SFT010018902,2000329,20260322,20260322,215773,1,FT0100189
SFT010019001,2000455,20260322,20260322,-1589894,2,FT0100190
SFT010019002,2002593,20260322,20260322,1589894,1,FT0100190
SFT010019101,2001492,20260322,20260322,-2600706,2,FT0100191
SFT010019102,2002172,20260322,20260322,2600706,1,FT0100191
SFT010019201,2001227,20260322,20260322,-1230862,2,FT0100192
SFT010019202,2001784,20260322,20260322,1230862,1,FT0100192
SFT010019301,2001879,20260322,20260322,-29784,2,FT0100193
SFT010019302,2000163,20260322,20260322,29784,1,FT0100193
SFT010019401,2000218,20260322,20260322,-342853,2,FT0100194
SFT010019402,2002600,20260322,20260322,342853,1,FT0100194
SFT010019501,2002050,20260322,20260322,-3895230,2,FT0100195
SFT010019502,2001113,20260322,20260322,3895230,1,FT0100195
SFT010019601,2001451,20260322,20260322,-1627311,2,FT0100196
SFT010019602,2002090,20260322,20260322,1627311,1,FT0100196
SFT010019701,2001664,20260322,20260322,-980487,2,FT0100197
SFT010019702,2000241,20260322,20260322,980487,1,FT0100197
SFT010019801,2002106,20260322,20260322,-4990259,2,FT0100198
SFT010019802,2000727,20260322,20260322,4990259,1,FT0100198
SFT010019901,2001774,20260322,20260322,-26213,2,FT0100199
SFT010019902,2002716,20260322,20260322,26213,1,FT0100199
SFT010020001,2000059,20260322,20260322,-377411,2,FT0100200
SFT010020002,2000623,20260322,20260322,377411,1,FT0100200
SFT010020101,2001863,20260322,20260322,-3830256,2,FT0100201
SFT010020102,2000395,20260322,20260322,3830256,1,FT0100201
SFT010020201,2000263,20260322,20260322,-3665552,2,FT0100202
SFT010020202,2001640,20260322,20260322,3665552,1,FT0100202
SFT010020301,2001346,20260322,20260322,-2649838,2,FT0100203
SFT010020302,2002447,20260322,20260322,2649838,1,FT0100203
SFT010020401,2001494,20260322,20260322,-2493625,2,FT0100204
SFT010020402,2002114,20260322,20260322,2493625,1,FT0100204
SFT010020501,2001960,20260322,20260322,-2150259,2,FT0100205
SFT010020502,2001257,20260322,20260322,2150259,1,FT0100205
SFT010020601,2002719,20260322,20260322,-923467,2,FT0100206
SFT010020602,2000900,20260322,20260322,923467,1,FT0100206
SFT010020701,2002121,20260322,20260322,-1305074,2,FT0100207
SFT010020702,2001284,20260322,20260322,1305074,1,FT0100207
SFT010020801,2000650,20260322,20260322,-1584250,2,FT0100208
SFT010020802,2002917,20260322,20260322,1584250,1,FT0100208
SFT010020901,2000268,20260322,20260322,-1640852,2,FT0100209
SFT010020902,2000621,20260322,20260322,1640852,1,FT0100209
SFT010021001,2000390,20260322,20260322,-4750926,2,FT0100210
SFT010021002,2001641,20260322,20260322,4750926,1,FT0100210
SFT010021101,2002868,20260322,20260322,-3954220,2,FT0100211
SFT010021102,2002209,20260322,20260322,3954220,1,FT0100211
SFT010021201,2002759,20260322,20260322,-548840,2,FT0100212
SFT010021202,2001497,20260322,20260322,548840,1,FT0100212
SFT010021301,2002106,20260322,20260322,-2490696,2,FT0100213
SFT010021302,2002886,20260322,20260322,2490696,1,FT0100213
SFT010021401,2001613,20260322,20260322,-3788658,2,FT0100214
SFT010021402,2000848,20260322,20260322,3788658,1,FT0100214
SFT010021501,2001265,20260322,20260322,-3110392,2,FT0100215
SFT010021502,2000764,20260322,20260322,3110392,1,FT0100215
SFT010021601,2002731,20260322,20260322,-3784703,2,FT0100216
SFT010021602,2002854,20260322,20260322,3784703,1,FT0100216
SFT010021701,2001958,20260322,20260322,-859435,2,FT0100217
SFT010021702,2000258,20260322,20260322,859435,1,FT0100217
SFT010021801,2002476,20260322,20260322,-1777043,2,FT0100218
SFT010021802,2002627,20260322,20260322,1777043,1,FT0100218
SFT010021901,2001102,20260322,20260322,-4502023,2,FT0100219
SFT010021902,2002452,20260322,20260322,4502023,1,FT0100219
SFT010022001,2002590,20260322,20260322,-2049306,2,FT0100220
SFT010022002,2002644,20260322,20260322,2049306,1,FT0100220
SFT010022101,2001225,20260322,20260322,-248415,2,FT0100221
SFT010022102,2001698,20260322,20260322,248415,1,FT0100221
