@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0100123,AC,2001855,EUR,1161681,2000259,20260322,GÉRARD MORENO
FT0100124,AC,2002665,USD,347421,2001908,20260322,BENJAMIN TECHER-FOURNIER
FT0100125,AC,2001985,XAF,4774437,2000168,20260322,XAVIER DEVAUX
FT0100126,AC,2000079,XAF,1484823,2000975,20260322,PÉNÉLOPE DE SOUSA DE LA SALMON
FT0100127,AC,2002356,USD,3413682,2000964,20260322,CATHERINE LE DUMONT
FT0100128,AC,2001126,XAF,35091,2001958,20260322,AGATHE LE PARENT
FT0100129,AC,2002868,XAF,1054227,2000784,20260322,ALPHONSE MORIN
FT0100130,AC,2002730,USD,3052785,2002930,20260322,MADELEINE ROY
FT0100131,AC,2002970,EUR,2695963,2000049,20260322,CHRISTINE HERNANDEZ
FT0100132,AC,2000911,USD,829555,2001002,20260322,MATHILDE TOUSSAINT
FT0100133,AC,2001371,XAF,4310886,2000296,20260322,ADRIEN LÉGER DU LECOMTE
FT0100134,AC,2001257,USD,1463297,2002117,20260322,HUGUES MARTEL
FT0100135,AC,2002871,USD,4665897,2000095,20260322,ANTOINE DE RICHARD
FT0100136,AC,2002633,XAF,480464,2002752,20260322,CATHERINE LE DUMONT
FT0100137,AC,2000417,USD,3292265,2002759,20260322,CÉLINE THIBAULT
FT0100138,AC,2002367,XAF,3110558,2000182,20260322,NICOLE FOUQUET DE LA LOPES
FT0100139,AC,2000585,USD,4744611,2000290,20260322,OLIVIER DE AUBERT
FT0100140,AC,2000414,EUR,1719951,2002115,20260322,LUC-MARC CHAUVET
FT0100141,AC,2002276,EUR,1067202,2002623,20260322,CATHERINE CARON
FT0100142,AC,2001385,XAF,346600,2002544,20260322,PATRICK DESCAMPS
FT0100143,AC,2001091,EUR,3107931,2002119,20260322,MADELEINE DE ROSSI
FT0100144,AC,2002623,EUR,1927070,2001031,20260322,ROBERT LECOMTE
FT0100145,AC,2002486,EUR,2714452,2001794,20260322,GABRIELLE BRUNET
FT0100146,AC,2000860,EUR,459874,2001447,20260322,ROLAND LACROIX-BARTHELEMY
FT0100147,AC,2001785,USD,91817,2000650,20260322,ROBERT BENARD
FT0100148,AC,2001583,EUR,735504,2002486,20260322,EUGÈNE DE LA LEGENDRE
FT0100149,AC,2001840,XAF,1977139,2001707,20260322,ROBERT BERTHELOT-TOUSSAINT
FT0100150,AC,2000145,XAF,4473378,2001783,20260322,LUCAS-ARTHUR LEFEBVRE
FT0100151,AC,2001642,XAF,1202683,2002328,20260322,ALEXANDRIE-ALIX RODRIGUEZ
FT0100152,AC,2002258,EUR,2873495,2002949,20260322,DENIS MASSON
FT0100153,AC,2001873,XAF,91228,2001476,20260322,ARTHUR DU REY
FT0100154,AC,2000399,XAF,1268367,2002468,20260322,PIERRE LEGENDRE
FT0100155,AC,2002121,XAF,479937,2000619,20260322,HUGUES MARTEL
FT0100156,AC,2001045,EUR,2559763,2002976,20260322,GEORGES GUYON
FT0100157,AC,2000026,XAF,3842757,2002293,20260322,BRIGITTE-ÉLÉONORE CHAUVET
FT0100158,AC,2001745,USD,2296169,2002250,20260322,MICHELLE LÉGER
FT0100159,AC,2001697,USD,3059091,2000282,20260322,JÉRÔME DUFOUR
FT0100160,AC,2001599,EUR,3572592,2001773,20260322,COLETTE NOËL
FT0100161,AC,2000401,XAF,1006178,2002955,20260322,VICTOR GRONDIN-ALLAIN
FT0100162,AC,2000637,EUR,3751160,2002276,20260322,ALFRED BAZIN
FT0100163,AC,2000390,EUR,768364,2002618,20260322,DANIEL GILLET
FT0100164,AC,2002482,XAF,1558227,2002862,20260322,SUZANNE GUÉRIN
FT0100165,AC,2000876,USD,3816212,2002227,20260322,JULIEN LENOIR DU BESSON
FT0100166,AC,2001234,XAF,3354066,2000706,20260322,JULES GUILLET
FT0100167,AC,2002529,EUR,190872,2002414,20260322,AUDREY LAINE-PIERRE
FT0100168,AC,2000680,XAF,1458689,2001212,20260322,RÉMY LE MASSON
FT0100169,AC,2000560,EUR,1204630,2000338,20260322,PIERRE FAURE
FT0100170,AC,2002489,EUR,1704544,2000779,20260322,BENJAMIN NEVEU DU MICHEL
FT0100171,AC,2002011,USD,1856178,2002745,20260322,TRISTAN GRENIER-PINEAU
FT0100172,AC,2002269,USD,1541257,2000478,20260322,RÉMY DE LA PICHON
FT0100173,AC,2001160,EUR,4878256,2000457,20260322,ALICE BLANC-DUMONT
FT0100174,AC,2000726,XAF,52087,2002561,20260322,JACQUES GUIBERT
FT0100175,AC,2001709,EUR,1630096,2002827,20260322,EMMANUELLE BLIN
FT0100176,AC,2001723,EUR,2442417,2000375,20260322,HUGUES PELTIER
FT0100177,AC,2000048,EUR,231621,2001260,20260322,CORINNE GAY-HOAREAU
FT0100178,AC,2002697,EUR,652162,2001135,20260322,AMÉLIE MACE
FT0100179,AC,2001787,EUR,2843492,2000455,20260322,CÉCILE BERNARD
FT0100180,AC,2002386,EUR,4357734,2001312,20260322,STÉPHANE DU PIERRE
FT0100181,AC,2000775,USD,1463941,2001975,20260322,SUZANNE BOYER
FT0100182,AC,2000560,EUR,3918497,2002295,20260322,PIERRE FAURE
FT0100183,AC,2000742,USD,4401394,2001697,20260322,THOMAS LEMONNIER
FT0100184,AC,2002934,USD,2402147,2002407,20260322,AIMÉ DEVAUX-COLLET
FT0100185,AC,2000584,XAF,21859,2001800,20260322,JOSEPH DU ROCHER
FT0100186,AC,2000247,EUR,3535642,2001203,20260322,PHILIPPINE DE LA PETIT
FT0100187,AC,2001392,XAF,338479,2000418,20260322,PHILIPPINE DE LA PETIT
FT0100188,AC,2000230,EUR,4487171,2000904,20260322,CONSTANCE LECOMTE
FT0100189,AC,2002616,USD,215773,2000329,20260322,MARTHE GAUDIN
FT0100190,AC,2000455,EUR,1589894,2002593,20260322,CATHERINE LE DUMONT
FT0100191,AC,2001492,XAF,2600706,2002172,20260322,ANDRÉ MARTINS
FT0100192,AC,2001227,EUR,1230862,2001784,20260322,ROBERT LECOMTE
FT0100193,AC,2001879,USD,29784,2000163,20260322,ANASTASIE LAGARDE-MACE
FT0100194,AC,2000218,USD,342853,2002600,20260322,JACQUES RODRIGUES
FT0100195,AC,2002050,XAF,3895230,2001113,20260322,AMÉLIE MACE
FT0100196,AC,2001451,XAF,1627311,2002090,20260322,THIERRY-ÉTIENNE BENARD
FT0100197,AC,2001664,EUR,980487,2000241,20260322,ADÉLAÏDE DUPUIS-DURAND
FT0100198,AC,2002106,EUR,4990259,2000727,20260322,MANON MORVAN
FT0100199,AC,2001774,EUR,26213,2002716,20260322,LUCIE DU ROCHER
FT0100200,AC,2000059,XAF,377411,2000623,20260322,ARTHUR DU REY
FT0100201,AC,2001863,XAF,3830256,2000395,20260322,GILBERT AUBERT
FT0100202,AC,2000263,XAF,3665552,2001640,20260322,STÉPHANE VALLÉE
FT0100203,AC,2001346,USD,2649838,2002447,20260322,NOËL LE RENARD
FT0100204,AC,2001494,XAF,2493625,2002114,20260322,CÉCILE-AURÉLIE BENARD
FT0100205,AC,2001960,USD,2150259,2001257,20260322,NICOLAS LESAGE
FT0100206,AC,2002719,USD,923467,2000900,20260322,BENJAMIN-SÉBASTIEN SAMSON
FT0100207,AC,2002121,XAF,1305074,2001284,20260322,HUGUES MARTEL
FT0100208,AC,2000650,USD,1584250,2002917,20260322,BENJAMIN TRAORE DU GARCIA
FT0100209,AC,2000268,XAF,1640852,2000621,20260322,ALEX RIBEIRO
FT0100210,AC,2000390,EUR,4750926,2001641,20260322,DANIEL GILLET
FT0100211,AC,2002868,XAF,3954220,2002209,20260322,ALPHONSE MORIN
FT0100212,AC,2002759,USD,548840,2001497,20260322,ADÉLAÏDE LEMONNIER-TOUSSAINT
FT0100213,AC,2002106,EUR,2490696,2002886,20260322,MANON MORVAN
FT0100214,AC,2001613,USD,3788658,2000848,20260322,THOMAS BAUDRY
FT0100215,AC,2001265,USD,3110392,2000764,20260322,MADELEINE DE ROSSI
FT0100216,AC,2002731,XAF,3784703,2002854,20260322,CHARLES POTIER
FT0100217,AC,2001958,XAF,859435,2000258,20260322,NICOLE BRIAND-ALBERT
FT0100218,AC,2002476,USD,1777043,2002627,20260322,MARIANNE ROUX
FT0100219,AC,2001102,XAF,4502023,2002452,20260322,DOMINIQUE BENOIT
FT0100220,AC,2002590,EUR,2049306,2002644,20260322,ÉLÉONORE PRUVOST LE VAILLANT
FT0100221,AC,2001225,USD,248415,2001698,20260322,JULIEN JOLY
FT0100222,AC,2000240,USD,3183627,2002231,20260322,LAURENT ROBERT
FT0100223,AC,2000172,EUR,3988461,2001116,20260322,OLIVIER DELMAS
FT0100224,AC,2002729,XAF,3826912,2002278,20260322,AIMÉ TORRES
FT0100225,AC,2002850,EUR,3006554,2002434,20260322,AMÉLIE LABBÉ
FT0100226,AC,2002527,USD,1683161,2002117,20260322,CONSTANCE-MARCELLE GEORGES
FT0100227,AC,2001743,XAF,2834184,2002035,20260322,CHARLES MAILLET
FT0100228,AC,2002195,EUR,2208483,2000786,20260322,NATHALIE MORENO-LEMAÎTRE
FT0100229,AC,2001074,EUR,1479568,2002340,20260322,ANTOINETTE-EMMANUELLE GODARD
FT0100230,AC,2001160,EUR,703733,2001720,20260322,ALICE BLANC-DUMONT
FT0100231,AC,2001785,USD,874672,2002885,20260322,ROBERT BENARD
FT0100232,AC,2001845,EUR,1404950,2002581,20260322,DENIS BOYER
FT0100233,AC,2002714,USD,3493394,2002189,20260322,ISABELLE COLAS LE GONZALEZ
FT0100234,AC,2002817,XAF,1240431,2001867,20260322,RÉMY DU LOPEZ
FT0100235,AC,2001683,USD,792394,2002930,20260322,ISAAC LEGROS
FT0100236,AC,2000848,USD,1584588,2000240,20260322,NOËL FERNANDES
FT0100237,AC,2001472,XAF,3585571,2001598,20260322,CÉCILE-JEANNINE LEDOUX
FT0100238,AC,2001423,XAF,4526110,2000313,20260322,ALICE DA COSTA
FT0100239,AC,2001481,EUR,4281806,2001599,20260322,CATHERINE CARON
FT0100240,AC,2001394,USD,3989124,2002714,20260322,INÈS SCHMITT
FT0100241,AC,2002607,XAF,2730873,2002216,20260322,TIMOTHÉE LAINE DE PARENT
FT0100242,AC,2002699,USD,4214438,2002006,20260322,AGATHE LEMOINE
FT0100243,AC,2002696,USD,2346298,2000163,20260322,ALEXANDRE DE BOULAY
FT0100244,AC,2001745,USD,2902627,2000749,20260322,MICHELLE LÉGER
FT0100245,AC,2000696,XAF,3845110,2000823,20260322,CHRISTOPHE BÈGUE
FT0100246,AC,2000784,XAF,791754,2002781,20260322,PHILIPPINE ROLLAND
FT0100247,AC,2002576,XAF,3517491,2000535,20260322,NATHALIE DU LEMONNIER
FT0100248,AC,2001235,XAF,1179139,2002349,20260322,VINCENT BRUN
FT0100249,AC,2000172,EUR,1775351,2002379,20260322,OLIVIER DELMAS
FT0100250,AC,2001434,USD,3301392,2001942,20260322,SYLVIE GUILLAUME
FT0100251,AC,2002931,USD,2941628,2000219,20260322,PIERRE-THIBAUT GÉRARD
FT0100252,AC,2000283,EUR,630155,2001855,20260322,ARNAUDE DELORME DU HOARAU
FT0100253,AC,2002115,EUR,2315355,2002522,20260322,AUGUSTIN DIJOUX-CHAUVEAU
FT0100254,AC,2001839,USD,2242667,2000436,20260322,DANIEL DIDIER
FT0100255,AC,2002476,USD,2341764,2002730,20260322,MARIANNE ROUX
FT0100256,AC,2000742,USD,584129,2001624,20260322,THOMAS LEMONNIER
FT0100257,AC,2002976,EUR,2751104,2000469,20260322,THIBAUT-MARCEL MAHE
FT0100258,AC,2002312,USD,2984594,2001957,20260322,GILLES MARTY
FT0100259,AC,2000275,XAF,1756516,2002843,20260322,CHRISTIANE JOUBERT
FT0100260,AC,2000192,EUR,3270164,2002989,20260322,LUC REY
FT0100261,AC,2002798,XAF,4461680,2000879,20260322,CAROLINE LE VALETTE
FT0100262,AC,2000135,XAF,2630151,2002826,20260322,MICHEL GARCIA
FT0100263,AC,2002954,USD,182073,2001603,20260322,AURÉLIE-MARGOT BOUCHER
FT0100264,AC,2001864,XAF,3528826,2002066,20260322,FRÉDÉRIQUE ARNAUD
FT0100265,AC,2000093,USD,3113123,2000071,20260322,JULIEN DE LA BOULANGER
FT0100266,AC,2001168,XAF,1478548,2000859,20260322,JEANNE BERNARD
FT0100267,AC,2000084,XAF,601585,2001297,20260322,BERNADETTE GUICHARD
FT0100268,AC,2000860,EUR,4049274,2001452,20260322,ROLAND LACROIX-BARTHELEMY
FT0100269,AC,2000190,XAF,2714517,2000169,20260322,BENJAMIN LEGENDRE
FT0100270,AC,2000207,EUR,482188,2002427,20260322,STÉPHANIE ALVES
FT0100271,AC,2001288,USD,4632849,2000304,20260322,LUC BAILLY
FT0100272,AC,2000426,XAF,1167487,2002659,20260322,LUCY BOUVIER
FT0100273,AC,2002341,EUR,2283065,2002976,20260322,MICHELLE DIJOUX DU COUSIN
FT0100274,AC,2002078,XAF,3811684,2001848,20260322,THIERRY-ÉTIENNE BENARD
FT0100275,AC,2002073,XAF,529760,2002772,20260322,EUGÈNE BESNARD
FT0100276,AC,2001210,EUR,3093555,2002797,20260322,MARINE COURTOIS
FT0100277,AC,2001522,EUR,1732666,2000192,20260322,AMÉLIE GUILLOU
FT0100278,AC,2002608,USD,4738224,2002931,20260322,SOPHIE LÉVÊQUE
FT0100279,AC,2000529,USD,4930276,2000329,20260322,MICHELLE DE BRUN
FT0100280,AC,2002189,USD,1454023,2001839,20260322,ÉDITH GILBERT
FT0100281,AC,2000241,EUR,598537,2000074,20260322,HENRI BOUCHET
FT0100282,AC,2002488,USD,3392677,2002093,20260322,JULES COSTE
FT0100283,AC,2001704,XAF,1081527,2000977,20260322,JULIEN LAGARDE
FT0100284,AC,2001969,XAF,3763249,2000880,20260322,AUGUSTIN PERON
FT0100285,AC,2001334,XAF,1823558,2002203,20260322,HÉLÈNE LEFEBVRE
FT0100286,AC,2001536,XAF,194754,2002268,20260322,EMMANUELLE PIERRE
FT0100287,AC,2000074,EUR,1942128,2002498,20260322,CONSTANCE LECOMTE
FT0100288,AC,2000107,XAF,231251,2001540,20260322,GÉRARD CARON-MAILLET
FT0100289,AC,2002017,XAF,60423,2002070,20260322,CHRISTOPHE PINEAU
FT0100290,AC,2002665,USD,22810,2002479,20260322,BENJAMIN TECHER-FOURNIER
FT0100291,AC,2001218,XAF,247935,2002920,20260322,RENÉ ROBERT
FT0100292,AC,2000921,XAF,1152661,2002190,20260322,AIMÉ GUIBERT
FT0100293,AC,2001718,XAF,2739496,2002385,20260322,MARINE LE BOUCHER
FT0100294,AC,2000775,USD,4512158,2001896,20260322,SUZANNE BOYER
FT0100295,AC,2002161,USD,610596,2002020,20260322,RENÉE CARLIER
FT0100296,AC,2000337,XAF,3455129,2000509,20260322,CLAUDINE DUHAMEL DE LELIÈVRE
FT0100297,AC,2001019,USD,2114969,2001908,20260322,NOËL PETIT DE LA RAYMOND
FT0100298,AC,2002840,USD,1181142,2001401,20260322,COLETTE NOËL
FT0100299,AC,2002610,XAF,4656912,2002832,20260322,RENÉ MARTY-DAVID
FT0100300,AC,2002331,XAF,1740464,2002654,20260322,OLIVIER LECONTE
FT0100301,AC,2001217,USD,3023613,2000177,20260322,ÉLÉONORE VIDAL
FT0100302,AC,2001429,XAF,1490325,2001818,20260322,VINCENT DE POTIER
FT0100303,AC,2000689,EUR,4114617,2002649,20260322,DANIELLE HENRY DE LA LEDOUX
FT0100304,AC,2001167,USD,3038543,2001683,20260322,HONORÉ BRUN
FT0100305,AC,2002140,USD,2115696,2002430,20260322,CÉCILE RENAULT
FT0100306,AC,2000301,EUR,2754291,2000787,20260322,GEORGES FLEURY
FT0100307,AC,2001196,EUR,2214027,2002176,20260322,AIMÉ HENRY
FT0100308,AC,2001262,USD,2148446,2002905,20260322,JACQUES BOUCHER-BERTRAND
FT0100309,AC,2000483,XAF,4741988,2000308,20260322,LAURENT LE ROBERT
FT0100310,AC,2001442,EUR,4511266,2002428,20260322,ANTOINETTE LEROY
FT0100311,AC,2002297,USD,1438468,2002743,20260322,ISAAC POTIER
FT0100312,AC,2000014,XAF,1633343,2001556,20260322,CONSTANCE-MARCELLE GEORGES
FT0100313,AC,2000142,EUR,3485652,2001926,20260322,ÉTIENNE MARIN
FT0100314,AC,2001257,USD,4828940,2000765,20260322,HUGUES MARTEL
FT0100315,AC,2001154,EUR,3386033,2002192,20260322,ÉRIC HARDY
FT0100316,AC,2000984,USD,120032,2001060,20260322,SÉBASTIEN DE LA COURTOIS
FT0100317,AC,2001723,EUR,4017189,2002412,20260322,HUGUES PELTIER
FT0100318,AC,2002663,EUR,760531,2000353,20260322,SUSAN CARON
FT0100319,AC,2001026,USD,4060537,2001497,20260322,CHRISTOPHE BÈGUE
FT0100320,AC,2002109,USD,4137155,2000973,20260322,ANTOINE DE RICHARD
FT0100321,AC,2002900,EUR,3567924,2001356,20260322,MARIANNE GIMENEZ
FT0100322,AC,2002581,EUR,334691,2000022,20260322,THIERRY-ÉTIENNE BENARD
